,ID,Latitude,Longitude,Name,Price,Rating,Zipcode
46,PBlEOt-R5uGGgYGryCqtSw,35.992739,-78.905018,Cuban Revolution Restaurant & Bar,$$,2.5,27701
47,ob1uVoLEKa_yeNXM61dVEg,35.9995803833008,-78.9038009643555,Pie Pushers,$,4.0,27701
48,1nn4v67oSwvB60QBBFExNg,35.99993,-78.91016,Clouds Brewing,$$,3.5,27701
49,v1aXgHuI0bmvsyjpf01bGQ,36.0042533874512,-78.9030075073242,The Blue Note Grill,$$,4.0,27701
50,ejuRGWbvrw8P6wGBesCC2g,35.99709,-78.89922,Dashi,$$,3.5,27701
51,0LmMgUFOQN-CdKYcIBpkUg,35.9969973604438,-78.9170221611857,Joe Van Gogh,$$,3.5,27701
52,sQ5WQRJyhEagaU93CKIDcA,35.9999309,-78.910163,The Little Dipper,$$$,4.0,27701
53,9yM2wS6RfjjFxPVJ3mOgLQ,35.9992218017578,-78.9036178588867,KoKyu BBQ,$,4.5,27701
54,Q8nWO6eVHMLE1hWLh5IEtA,35.99956,-78.90181,Piedmont Restaurant,$$$,3.5,27701
55,2FS7aC8Kdj9u0guyk6hRRQ,36.0004653930664,-78.9093017578125,Devines Restaurant and Sports Bar,$,3.5,27701
56,3k215XkOsrX8Awgw4xLmvg,35.992294,-78.903086,Tobacco Road Sports Café,$$,3.5,27701
57,rocjmYX-DVvcNNGweQQ5Mw,35.999169,-78.909291,Lilly's Pizza,$$,3.5,27701
58,YvKpK6dqH_rixswPP7xlYg,35.9921897,-78.9051131,Saladelia Cafe,$,3.0,27701
59,bei7argWCUZqwNhB9WM7rw,36.00028,-78.90922,Maverick's Smokehouse & Taproom,$$,3.5,27701
60,YoNDXKXozHjh2BDM45gSpw,36.003536,-78.8997,The Pit Durham,$$,3.5,27701
61,tuI6WMuoVKfVgRPln5Ibkg,35.99993,-78.91016,El Rodeo Mexican Restaurant,$,3.0,27701
