,ID,Latitude,Longitude,Name,Price,Rating,Zipcode
39,flLTow1lflutr6VrXR36fg,34.147727,-118.4281637,Starbucks,$,4.0,91423
40,TMW8B0KY2va9u3pSv13pTg,34.1574751,-118.4387833,Sherman Oaks Farmers Market,$$,4.0,91423
41,AswqA-bqhNJWge_gU_S5eQ,34.1487122,-118.4313649,Santino's NY Pizza,$$,4.0,91423
42,yP3h_GwxwLi13v-QMYU1WA,34.1499487943682,-118.430983532524,Big Fish Japanese Cuisine,$$,4.0,91423
43,ZvMFaGjnjSjDgNsomsz9eA,34.1577998144527,-118.44034499706,Farm Boy,$,4.0,91423
44,7rio_T3BIJhmoOA3NiFasQ,34.148886,-118.4356902,Taste of India - Sherman Oaks,$$,4.0,91423
45,9Z5USp6rv3heJgz0tRnglA,34.15001,-118.44533,Marco's Pizza,$$,4.5,91423
46,3f6V2nUv46aEJljqB1VqlQ,34.1579637,-118.4223751,Sugar Babies Bake Shop,$$,4.0,91423
47,GiWyc0TcF9gpr1Zb_7hVBw,34.1510818113715,-118.447761398546,El Torito,$$,4.0,91423
48,a13oHHez-LBWoRQ0TnrXGg,34.1511260451863,-118.446967005729,Brian's Shave Ice & Boba,$,4.0,91423
49,E-1cbKvH1nv9sKxrFIM1bg,34.14875,-118.43381,Te'Kila,$$,4.0,91423
50,Q6c1luL6l-ahzp_xFUEGDA,34.1569367827821,-118.437432582278,Westfield Fashion Square,$$,3.5,91423
51,Vgjtu4xB8Wz0lcbeuE6tSw,34.14801,-118.42935,La Cava,$$$,3.5,91423
52,2d8Z5ko2mT7BVKkxwFQpwQ,34.149409,-118.4410331,MB Chinese Food,$$,3.5,91423
53,IDOPiFAwPRD0vOlIRQJShA,34.1501529858124,-118.431497893254,Ameci Italian Kitchen - Sherman Oaks,$$,3.5,91423
54,MM9a4z4LtAM3P7h89Ny3ng,34.1566234789809,-118.437343910336,Earthbar,$,3.5,91423
55,nfI8MdT99Wd9fsPTIezxdQ,34.15031,-118.44691,Bollywood Indian Restaurant & Banquet,$$,4.0,91423
56,KTJRr_AvGqNjjwunLKT4kw,34.147275,-118.424124,Maria's Italian Kitchen,$$,3.5,91423
57,WiTMRukKmLARoEoKdrV6Qg,34.1463062227897,-118.425396788406,Okamoto Kitchen,$$,4.0,91423
58,X7anCve4yOGNtB_beYYYYQ,34.1489136848808,-118.437908897553,Cafe Bizou,$$,3.5,91423
59,otxbYrH6sOxfNaw1iSi1ag,34.1491954,-118.4407132,Jinky's Cafe - Sherman Oaks,$$,3.5,91423
60,rqEyfQSNMjf76iyv75fYnw,34.1481876818408,-118.431441709399,Petit Trois,$$$,3.5,91423
61,5QG8IRz50iscdgDi-pO56A,34.1574751,-118.4387833,Massis Kabob - The Original Kabobery,$,3.0,91423
62,BYP8KLMhlVa0RKFot4n0jg,34.157973,-118.440837,Trader Joe’s,$$,3.5,91423
63,FIpbwpsCbBHyFXd2v7EB2g,34.1488877,-118.4357052,Midori Sushi,$$,3.5,91423
64,0EVS3HFHfPuLyPDpEuy94g,34.1479811,-118.4294289,Izakaya M,$$,3.5,91423
65,i4DdtaXlbRXxYZ7yS7d74g,34.158099,-118.424344,Starbucks,$,3.5,91423
66,myB5zgec1kLi1iaZFWqv8w,34.164525,-118.4142885,Marcelino's Italian Kitchen,$$,3.5,91423
67,X4wC-UUiJzC_FLmVWKRf4Q,34.15188,-118.45685,Mel's Drive-In,$$,3.0,91423
68,f0c6-u83tDH85GfWLrxSDg,34.164585,-118.414174,Ms Pizza Connection,$$,4.0,91423
69,cujkhTeClQDDmTX6pviNgQ,34.1719802,-118.4216977,Sharky's Woodfired Mexican Grill,$$,4.0,91423
70,LvYwEcrrmnz4WOG9CkbA3g,34.158073,-118.41405,Whole Foods Market,$$$,2.5,91423
